Unnamed: 0,RecordID,RID,Squib,ReactionOrder,Pre-Exp Factor Coeff,Pre-Exp Factor Power,Activation Energy,Reactant 1,Reactant 2,Reactant 3,Product 1,Product 2,Product 3,Temperature,Reaction Order
30888,49888.0,21249.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC482D22227EDAD4D2289EE7F15B82D4?id=1994BEL/PER313-328:1,1.0,1.86,17,-364174,C3H8,,,(.)C2H5,(.)CH3,,743,1.0
30889,49889.0,21249.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC482D22227EDAD4D2289EE7F15B82D4?id=1989TSA71-86:3,1.0,2.94,18,-370825,C3H8,,,(.)C2H5,(.)CH3,,773,1.0
30890,49890.0,21249.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC482D22227EDAD4D2289EE7F15B82D4?id=1989HID/OKI689-701:1,1.0,1.1,16,-351702,C3H8,,,(.)C2H5,(.)CH3,,1100,1.0
30891,49891.0,21249.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC482D22227EDAD4D2289EE7F15B82D4?id=1986DOM/HOR255:2,1.0,1.12,17,-355859,C3H8,,,(.)C2H5,(.)CH3,,760,1.0
30892,49892.0,21249.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC482D22227EDAD4D2289EE7F15B82D4?id=1985DEA4600-4608:7,1.0,7.94,16,-357522,C3H8,,,(.)C2H5,(.)CH3,,300,1.0
30893,49893.0,21249.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC482D22227EDAD4D2289EE7F15B82D4?id=1983KAN/PUR63:1,1.0,5.13,16,-349208,C3H8,,,(.)C2H5,(.)CH3,,773,1.0
30894,49894.0,21249.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC482D22227EDAD4D2289EE7F15B82D4?id=1983ALA/KIE499:1,1.0,1.48,17,-361680,C3H8,,,(.)C2H5,(.)CH3,,1400,1.0
30895,49895.0,21249.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC482D22227EDAD4D2289EE7F15B82D4?id=1983ALA/KIE499:2,1.0,7.74,11,-232805,C3H8,,,(.)C2H5,(.)CH3,,1400,1.0
30896,49896.0,21249.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC482D22227EDAD4D2289EE7F15B82D4?id=1981JUS/SCA855:1,1.0,4.47,16,-354197,C3H8,,,(.)C2H5,(.)CH3,,873,1.0
30897,49897.0,21249.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC482D22227EDAD4D2289EE7F15B82D4?id=1981CHI/SKI915:2,1.0,6.7,16,-377477,C3H8,,,(.)C2H5,(.)CH3,,1200,1.0
30898,49898.0,21249.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC482D22227EDAD4D2289EE7F15B82D4?id=1979PRA/ROG1101:1,1.0,3,-3,,C3H8,,,(.)C2H5,(.)CH3,,"1010
 
K",1.0
30899,49899.0,21249.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC482D22227EDAD4D2289EE7F15B82D4?id=1979CHI/SKI1-18:1,1.0,2.5,16,-365837,C3H8,,,(.)C2H5,(.)CH3,,1200,1.0
30900,49900.0,21249.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC482D22227EDAD4D2289EE7F15B82D4?id=1962LAI/SAG242:1,1.0,2.58,14,-281029,C3H8,,,(.)C2H5,(.)CH3,,803,1.0
30901,49901.0,21249.0,"http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC482D22227EDAD4D2289EE7F15B82D4?id=2011SIV/SU,3366-3379:6",2.0,4.5,12,-418883,C3H8,,,(.)C2H5,(.)CH3,,500,2.0
30902,49902.0,21249.0,"http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC482D22227EDAD4D2289EE7F15B82D4?id=2011SIV/SU,3366-3379:5",1.0,1.44,19,-378225,C3H8,,,(.)C2H5,(.)CH3,,500,1.0
30903,49903.0,21249.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC482D22227EDAD4D2289EE7F15B82D4?id=2004ZHU/XU6566-6573:4,1.0,6.56,18,-382773,C3H8,,,(.)C2H5,(.)CH3,,300,1.0
30904,49904.0,21249.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC482D22227EDAD4D2289EE7F15B82D4?id=2003MOU/HOM8566-8574:3,1.0,1.1,17,-369100,C3H8,,,(.)C2H5,(.)CH3,,200,1.0
30905,49905.0,21249.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC482D22227EDAD4D2289EE7F15B82D4?id=1978JEZ/BAR991-993:1,1.0,5.01,16,-355028,C3H8,,,(.)C2H5,(.)CH3,,760,1.0
30906,49906.0,21249.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC482D22227EDAD4D2289EE7F15B82D4?id=1977KAO/YEH2304-2306:1,1.0,1.74,14,-300152,C3H8,,,(.)C2H5,(.)CH3,,1130,1.0
30907,49907.0,21249.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC482D22227EDAD4D2289EE7F15B82D4?id=1962BLA/HIN36:1,1.0,3.16,16,-335073,C3H8,,,(.)C2H5,(.)CH3,,843,1.0
30908,49909.0,21250.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3044A4CD73DEC051719955439F49E99F?id=1985DEA4600-4608:5,1.0,6.31,15,-396600,C3H8,,,2-C3H7,H(.),,300,1.0
30909,49910.0,21251.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BEF2B9C345A03ACE66554A89C1890C4C?id=2000IRL/MOR6139-6148:1,1.0,8.71,10,,C3H8,,,H2,(CH3)2C,,"3392
 
K",1.0
30910,49911.0,21252.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=53C70E0B9614C4761F68EB241E1DF81B?id=2000IRL/MOR6139-6148:4,1.0,3.82,5,,C3H8,,,H2,(.)CH2CH2CH2(.),,"3392
 
K",1.0
30911,49912.0,21253.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=871D0BB38A206CF371174F1F016A567B?id=2000IRL/MOR6139-6148:2,1.0,3.38,10,,C3H8,,,H2,CH3CH2CH,,"3392
 
K",1.0
30912,49914.0,21254.0,"http://kinetics.nist.gov/kinetics/Detail;jsessionid=C2621C78616921FFC293A34ABE25E766?id=2011SIV/SU,3366-3379:4",1.0,1,-1,,C3H8,,,CH4,C2H4,,1417,1.0
30922,49941.0,21258.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28A89B2E0ACFB672A0C0B39E90C04911?id=1997BIL/SEH5477-5488:4,2.0,1.2,-11,,CH2ClBr,(.)F,,HF,(.)CHBrCl,,"298
 
K",2.0
30923,49942.0,21258.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28A89B2E0ACFB672A0C0B39E90C04911?id=1997BIL/SEH5477-5488:3,2.0,1.9,-1,,CH2ClBr,(.)F,,HF,(.)CHBrCl,,"298
 
K",2.0
30924,49943.0,21258.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28A89B2E0ACFB672A0C0B39E90C04911?id=1997BIL/SEH5477-5488:5,2.0,6.81,-1,,CH2ClBr,(.)F,,HF,(.)CHBrCl,,"298
 
K",2.0
30925,49944.0,21258.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28A89B2E0ACFB672A0C0B39E90C04911?id=1997BIL/SEH5477-5488:6,2.0,2.7,-1,,CH2ClBr,(.)F,,HF,(.)CHBrCl,,"298
 
K",2.0
30934,49959.0,21264.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9D76B12CD98309956A4FE7C9E6C5AA6D?id=1997DEM/SAN1-266:123,2.0,2.31,-12,-7732,CH2ClBr,(.)OH,,H2O,(.)CHBrCl,,200,2.0
30935,49960.0,21264.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9D76B12CD98309956A4FE7C9E6C5AA6D?id=1997ORK/KHA174-178:1,2.0,3.04,-12,-8132,CH2ClBr,(.)OH,,H2O,(.)CHBrCl,,277,2.0
30936,49961.0,21264.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9D76B12CD98309956A4FE7C9E6C5AA6D?id=1996DEM5813-5820:3,2.0,1.79,-12,-7533,CH2ClBr,(.)OH,,H2O,(.)CHBrCl,,293,2.0
30937,49962.0,21264.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9D76B12CD98309956A4FE7C9E6C5AA6D?id=1996DEM5813-5820:4,2.0,8.3,-1,624,CH2ClBr,(.)OH,,H2O,(.)CHBrCl,,293,2.0
30938,49963.0,21264.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9D76B12CD98309956A4FE7C9E6C5AA6D?id=2000LOU/GON8773-8778:7,2.0,2.2,-12,-7857,CH2ClBr,(.)OH,,H2O,(.)CHBrCl,,250,2.0
30939,49964.0,21264.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9D76B12CD98309956A4FE7C9E6C5AA6D?id=1993CHI/PIA241-250:7,2.0,4.68,-14,,CH2ClBr,(.)OH,,H2O,(.)CHBrCl,,"298
 
K",2.0
30950,49978.0,21272.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2FF20454C6916262435016CA16E7E6BE?id=1995TRI/MEI47-57:2,2.0,8.49,-14,,C2H5Br,H(.),,(.)C2H5,HBr,,"298
 
K",2.0
30951,49979.0,21272.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2FF20454C6916262435016CA16E7E6BE?id=1973REB/LIA893:1,2.0,5,-15,,C2H5Br,H(.),,(.)C2H5,HBr,,"300
 
K",2.0
30952,49980.0,21272.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2FF20454C6916262435016CA16E7E6BE?id=1973ARM/SIM443:1,2.0,1.41,-10,-22865,C2H5Br,H(.),,(.)C2H5,HBr,,733,2.0
30953,49981.0,21272.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2FF20454C6916262435016CA16E7E6BE?id=1973REB/LIA893:2,2.0,2.4,-2,,C2H5Br,H(.),,(.)C2H5,HBr,,"300
 
K",2.0
30967,50000.0,21281.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=709306D9DB60DB724BA1F09B75791B26?id=2001HER/GIE4529-4535:4,2.0,2.93,-11,-5330,C2H5Br,(.)OH,,C2H4Br,H2O,,233,2.0
30969,50003.0,21284.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BD5795D1229D327AAEC7B49807D13346?id=1971QUI/WHI1727:3,2.0,3.55,-14,-29184,C2H5Br,(.)CF3,,CF3Br,(.)C2H5,,295,2.0
30970,50004.0,21285.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3F465934DE07EF79B701838343912BBD?id=1971QUI/WHI1727:2,2.0,1.99,-14,-21784,C2H5Br,(.)CF3,,CHF3,CH3CHBr,,295,2.0
30971,50005.0,21286.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=49986BF3E10C9F0D92AE3E78030BAD06?id=1987JUN/KAN2354:2,1.0,4.17,13,-226154,C2H5Br,,,C2H4,HBr,,660,1.0
30972,50006.0,21286.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=49986BF3E10C9F0D92AE3E78030BAD06?id=1987JUN/KAN2354:1,1.0,2.34,13,-223659,C2H5Br,,,C2H4,HBr,,636,1.0
30973,50007.0,21286.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=49986BF3E10C9F0D92AE3E78030BAD06?id=1985KUB/POL1548:1,1.0,1.52,-2,,C2H5Br,,,C2H4,HBr,,745,1.0
30974,50008.0,21286.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=49986BF3E10C9F0D92AE3E78030BAD06?id=1983NGU/KIN494-498:1,1.0,3.98,13,-221165,C2H5Br,,,C2H4,HBr,,950,1.0
30975,50009.0,21286.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=49986BF3E10C9F0D92AE3E78030BAD06?id=1980PAR/JUN30-35:1,1.0,3.16,12,-216176,C2H5Br,,,C2H4,HBr,,724,1.0
30976,50010.0,21286.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=49986BF3E10C9F0D92AE3E78030BAD06?id=1964TSA2487-2494:1,1.0,1.55,13,-224491,C2H5Br,,,C2H4,HBr,,740,1.0
30977,50011.0,21286.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=49986BF3E10C9F0D92AE3E78030BAD06?id=1964SHI/SAB32-39:1,1.0,1.78,13,-224491,C2H5Br,,,C2H4,HBr,,693,1.0
30978,50012.0,21286.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=49986BF3E10C9F0D92AE3E78030BAD06?id=1963BAR/MAC2839-2847:1,1.0,1.14,14,-222828,C2H5Br,,,C2H4,HBr,,441,1.0
30979,50013.0,21286.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=49986BF3E10C9F0D92AE3E78030BAD06?id=1959THO1192-1196:1,1.0,2.8,13,-225322,C2H5Br,,,C2H4,HBr,,655,1.0
30980,50014.0,21286.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=49986BF3E10C9F0D92AE3E78030BAD06?id=1958BLA1043-1048:1,1.0,8.49,12,-218671,C2H5Br,,,C2H4,HBr,,796,1.0
30981,50015.0,21286.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=49986BF3E10C9F0D92AE3E78030BAD06?id=1957GOL/DAN1314-1320:1,1.0,6,11,-193727,C2H5Br,,,C2H4,HBr,,583,1.0
30982,50016.0,21286.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=49986BF3E10C9F0D92AE3E78030BAD06?id=1953GRE/HAR178:1,1.0,2.63,13,-225322,C2H5Br,,,C2H4,HBr,,593,1.0
30983,50017.0,21286.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=49986BF3E10C9F0D92AE3E78030BAD06?id=1952BLA/MUR6219:1,1.0,7.29,12,-218671,C2H5Br,,,C2H4,HBr,,800,1.0
30984,50018.0,21286.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=49986BF3E10C9F0D92AE3E78030BAD06?id=1939DAN/VEL756-766:1,1.0,1.16,14,-218671,C2H5Br,,,C2H4,HBr,,643,1.0
30985,50019.0,21286.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=49986BF3E10C9F0D92AE3E78030BAD06?id=1962BLA/GIL1533-1539:2,1.0,,,-3866,C2H5Br,,,C2H4,HBr,,697,1.0
30986,50020.0,21286.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=49986BF3E10C9F0D92AE3E78030BAD06?id=1962BLA/GIL1533-1539:1,1.0,5.02,-1,9645,C2H5Br,,,C2H4,HBr,,730,1.0
30987,50021.0,21286.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=49986BF3E10C9F0D92AE3E78030BAD06?id=2014AHU/ALT4860-4868:12,1.0,2.02,13,-228500,C2H5Br,,,C2H4,HBr,,300,1.0
30999,50037.0,21293.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0ED6C9C61A42F276F18F95650A31EF6B?id=2001ATK/BAU1-56:583,2.0,1.5,-12,-6444,CH2Br2,(.)OH,,H2O,CHBr2,,240,2.0
31000,50038.0,21293.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0ED6C9C61A42F276F18F95650A31EF6B?id=1997DEM/SAN1-266:121,2.0,2.41,-12,-7483,CH2Br2,(.)OH,,H2O,CHBr2,,200,2.0
31001,50039.0,21293.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0ED6C9C61A42F276F18F95650A31EF6B?id=1997ATK/BAU521-1011:85,2.0,1.5,-12,-6444,CH2Br2,(.)OH,,H2O,CHBr2,,240,2.0
31002,50040.0,21293.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0ED6C9C61A42F276F18F95650A31EF6B?id=1994DEM/SAN:122,2.0,1.91,-12,-6984,CH2Br2,(.)OH,,H2O,CHBr2,,200,2.0
31003,50041.0,21293.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0ED6C9C61A42F276F18F95650A31EF6B?id=1996ORL/TYN433-442:3,2.0,1.2,-13,,CH2Br2,(.)OH,,H2O,CHBr2,,"298
 
K",2.0
31004,50042.0,21293.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0ED6C9C61A42F276F18F95650A31EF6B?id=1996DEM5813-5820:1,2.0,1.91,-12,-6951,CH2Br2,(.)OH,,H2O,CHBr2,,293,2.0
31005,50043.0,21293.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0ED6C9C61A42F276F18F95650A31EF6B?id=1992MEL/TAL2059-2062:2,2.0,1.91,-12,-6984,CH2Br2,(.)OH,,H2O,CHBr2,,244,2.0
31006,50044.0,21293.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0ED6C9C61A42F276F18F95650A31EF6B?id=1996ORL/TYN433-442:4,2.0,5.4,-1,,CH2Br2,(.)OH,,H2O,CHBr2,,"298
 
K",2.0
31007,50045.0,21293.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0ED6C9C61A42F276F18F95650A31EF6B?id=1996DEM5813-5820:2,2.0,8.39,-1,1206,CH2Br2,(.)OH,,H2O,CHBr2,,293,2.0
31008,50046.0,21293.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0ED6C9C61A42F276F18F95650A31EF6B?id=2000LOU/GON8773-8778:8,2.0,2.5,-12,-8273,CH2Br2,(.)OH,,H2O,CHBr2,,250,2.0
31009,50047.0,21293.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0ED6C9C61A42F276F18F95650A31EF6B?id=2000LOU/GON2931-2938:1,2.0,1.8,-2,-6943,CH2Br2,(.)OH,,H2O,CHBr2,,250,2.0
31010,50048.0,21293.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0ED6C9C61A42F276F18F95650A31EF6B?id=1993CHI/PIA241-250:5,2.0,3.89,-14,,CH2Br2,(.)OH,,H2O,CHBr2,,"298
 
K",2.0
31011,50049.0,21294.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=89A1A3847434F016C608B4D0FAA78882?id=1974HAU13:5,2.0,2.52,-9,-82396,CH2Br2,(.)CCl3,,CHCl3,CHBr2,,488,2.0
31012,50050.0,21294.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=89A1A3847434F016C608B4D0FAA78882?id=1974HAU13:6,2.0,8.99,-1,-4598,CH2Br2,(.)CCl3,,CHCl3,CHBr2,,488,2.0
31013,50051.0,21295.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7CF29467694915E9E382F6479EA9ED55?id=2010VAN/REY10531-10549:47,2.0,8.14,-13,-18400,CH3SH,CH3SSCH2,,(CH3S)2,CH3S(.),,600,2.0
31014,50053.0,21297.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AF4F71AE679695010B1251E265E17047?id=2010VAN/REY10531-10549:57,2.0,7.26,-12,-18700,CH3SH,HC=S,,H2CS,CH3S(.),,600,2.0
31024,50079.0,21308.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=10B7811196CD7156EEB75BC25EC11807?id=1992RAH/BEC783-787:3,2.0,1.4,-10,,CH3SH,(.)F,,HF,(.)CH2SH,,"298
 
K",2.0
31025,50080.0,21308.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=10B7811196CD7156EEB75BC25EC11807?id=1992RAH/BEC783-787:4,2.0,6,-1,,CH3SH,(.)F,,HF,(.)CH2SH,,"298
 
K",2.0
31026,50081.0,21309.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C7EAC1D95802CF594F2B839706726069?id=1992RAH/BEC783-787:2,2.0,1,-10,,CH3SH,(.)F,,CH3S(.),HF,,"298
 
K",2.0
31027,50083.0,21311.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28CD5A161FEFCA4B482741B0B755AD39?id=1997DEM/SAN1-266:118,2.0,6.59,-16,,CH3SH,IO,,CH3S(.),HIO,,"298
 
K",2.0
31028,50084.0,21311.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28CD5A161FEFCA4B482741B0B755AD39?id=1994DEM/SAN:119,2.0,6.59,-16,,CH3SH,IO,,CH3S(.),HIO,,"298
 
K",2.0
31029,50085.0,21311.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=28CD5A161FEFCA4B482741B0B755AD39?id=1991MAG/MEL237-245:2,2.0,6.59,-16,,CH3SH,IO,,CH3S(.),HIO,,"298
 
K",2.0
31030,50086.0,21312.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1056682D167A989BBF18A217CABA2068?id=1983SHU/BEN433-453:1,2.0,1.05,-10,-69426,CH3SH,I,,CH3S(.),HI,,300,2.0
31031,50087.0,21313.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7C79B45340EAD4A4CBBE30F6ED0F2C0A?id=1999BUT/SET6921-6929:1,2.0,1.1,-1,,CH3SH,OD,,HDO,(.)CH2SH,,"298
 
K",2.0
31032,50088.0,21314.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C5DCB2F875B43E39641C9886EEDBBF97?id=1983AMA/YAM385:2,2.0,1.15,-11,-6992,CH3SH,H(.),,(.)CH3,H2S,,313,2.0
31033,50089.0,21314.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C5DCB2F875B43E39641C9886EEDBBF97?id=2015KER/ALE7352-7360:5,2.0,9.35,-12,-13494,CH3SH,H(.),,(.)CH3,H2S,,200,2.0
31034,50090.0,21314.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C5DCB2F875B43E39641C9886EEDBBF97?id=2010VAN/REY10531-10549:44,2.0,5.25,-11,-22300,CH3SH,H(.),,(.)CH3,H2S,,600,2.0
31035,50091.0,21315.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D925906E46A47038DC4D9DAB51C7F3F0?id=2015KER/ALE7352-7360:4,2.0,1.19,-13,-19863,CH3SH,H(.),,H2,(.)CH2SH,,200,2.0
31036,50092.0,21316.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AF2FB791A06D6B24FA758FA4DE1C4012?id=1985BAL/HEI311:1,2.0,1.79,-12,,CH3SH,H(.),,H2,CH3S(.),,"296
 
K",2.0
31037,50093.0,21316.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AF2FB791A06D6B24FA758FA4DE1C4012?id=1984BAL/HEI162:1,2.0,4.07,-13,,CH3SH,H(.),,H2,CH3S(.),,"296
 
K",2.0
31038,50094.0,21316.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AF2FB791A06D6B24FA758FA4DE1C4012?id=1983AMA/YAM385:1,2.0,4.82,-11,-10892,CH3SH,H(.),,H2,CH3S(.),,313,2.0
31039,50095.0,21316.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AF2FB791A06D6B24FA758FA4DE1C4012?id=1968STE/KNI2145:1,2.0,3.9,-1,,CH3SH,H(.),,H2,CH3S(.),,"298
 
K",2.0
31040,50096.0,21316.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AF2FB791A06D6B24FA758FA4DE1C4012?id=1967KUN3343:1,2.0,2,-1,,CH3SH,H(.),,H2,CH3S(.),,"298
 
K",2.0
31041,50097.0,21316.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AF2FB791A06D6B24FA758FA4DE1C4012?id=1985BAL/HEI311:2,2.0,3.05,19,,CH3SH,H(.),,H2,CH3S(.),,"296
 
K",2.0
31042,50098.0,21316.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AF2FB791A06D6B24FA758FA4DE1C4012?id=1984BAL/HEI162:2,2.0,2.04,19,,CH3SH,H(.),,H2,CH3S(.),,"296
 
K",2.0
31043,50099.0,21316.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AF2FB791A06D6B24FA758FA4DE1C4012?id=2015KER/ALE7352-7360:3,2.0,4.36,-12,-4124,CH3SH,H(.),,H2,CH3S(.),,200,2.0
31044,50100.0,21317.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7B68F0E934067779CB8859F6EC34459C?id=2015KER/ALE7352-7360:6,2.0,9.35,-13,-69185,CH3SH,H(.),,CH4,SH,,200,2.0
31045,50119.0,21320.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F14E8EF39F70DCC3345B0BD779659028?id=2009BRU/WOJ1203-1221:2,2.0,5.92,-13,-135443,CH3SH,NO2,,HNO2,(.)CH2SH,,200,2.0
31046,50120.0,21321.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D1CABC9029936E5245E808CC04414381?id=2009BRU/WOJ1203-1221:1,2.0,7.8,-15,-68096,CH3SH,NO2,,CH3S(.),HNO2,,200,2.0
31050,50124.0,21323.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F84EE960A179B834A73F7B8CCA379472?id=2010VAN/REY10531-10549:70,2.0,1.18,-12,-111100,CH3SH,CH3S(.),,(CH3S)2,H(.),,600,2.0
31051,50128.0,21326.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D1F7AEC264700C0F739BA1C2B53921A4?id=1999BUT/SET6921-6929:3,2.0,2.4,-1,,CH3SH,(.)OH,,H2O,(.)CH2SH,,"298
 
K",2.0
31052,50130.0,21326.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D1F7AEC264700C0F739BA1C2B53921A4?id=2003MAS/GON4490-4496:2,2.0,1.01,-13,-3006,CH3SH,(.)OH,,H2O,(.)CH2SH,,225,2.0
31053,50131.0,21327.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=46849B85E0D044BC577DB12F63A4E424?id=1997DEM/SAN1-266:116,2.0,9.9,-12,2993,CH3SH,(.)OH,,CH3S(.),H2O,,200,2.0
31054,50135.0,21327.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=46849B85E0D044BC577DB12F63A4E424?id=2003MAS/GON4490-4496:3,2.0,5.11,-13,7068,CH3SH,(.)OH,,CH3S(.),H2O,,225,2.0
31056,50170.0,21333.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=69C7C0D25098C7580F16CA41F46C6ED0?id=1957KER/TRO3322:1,2.0,2.99,-31,,CH3SH,(.)CH3,,CH4,CH3S(.),,"303
 
K",2.0
31057,50177.0,21340.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A4D13FB25500E18585F05B8E95B7E13F?id=1992TSA753-791:29,2.0,2.01,-11,-37083,HCN,NCO,,CN,HN=C=O,,500,2.0
31058,50178.0,21341.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AB5F409249C679B9FEDD6BB2ECA2ECA8?id=1991TSA/HER609-663:16,2.0,3.65,-11,-111414,HCN,O(.),,H(.),NCO,,500,2.0
31059,50179.0,21341.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AB5F409249C679B9FEDD6BB2ECA2ECA8?id=1984LOU/HAN665:1,2.0,1.25,-12,-31429,HCN,O(.),,H(.),NCO,,540,2.0
31060,50180.0,21341.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AB5F409249C679B9FEDD6BB2ECA2ECA8?id=1985LOU/HAN665:1,2.0,8.32,-13,,HCN,O(.),,H(.),NCO,,"1440
 
K",2.0
31061,50181.0,21341.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AB5F409249C679B9FEDD6BB2ECA2ECA8?id=1984LOU/HAN665:2,2.0,8.32,-13,,HCN,O(.),,H(.),NCO,,"1440
 
K",2.0
31062,50182.0,21341.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AB5F409249C679B9FEDD6BB2ECA2ECA8?id=1982ROT/LOH593:4,2.0,1.2,-10,-62026,HCN,O(.),,H(.),NCO,,1500,2.0
